National Database Number,Common Name,Genus,Species,Region,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Actual/Estimate,Longitude,Longitude Actual/Estimate,Restrand,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,Other Human Interaction,Other Human Int Description,Gear Collection Flag,Other Findings upon Level Y/N,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Observation Status,Date of Examination,Year of Examination,Month of Examination,Day of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated Flag,Disentangled Flag,Euthanized at Site Flag,Died at Site Flag,Sick Flag,Injured Flag,Out of Habitat Flag,Deemed Healthy/Releasable Flag,Abandoned/Orphaned Flag,Inaccesible Flag,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD Flag,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Photos/Videos Taken,Carcass Left at Site Flag,Carcass Buried Flag,Carcass Rendered Flag,Carcass Towed Flag,Carcass Sunk Flag,Carcass Frozen for Later Exam,Carcass Landfill Flag,Necropsied Flag,Necropsy Limited Flag,Necropy Carcass Fresh/Frozen,Date of Necropsy
SE-2018-1204418,"Dolphin, bottlenose",Tursiops,truncatus,SE,Cape Canaveral,Brevard,FL,Atlantic Ocean,"IRL, Banana River, Canaveral Locks, N end of Grouper rd.",28.420909,actual,-80.620415,actual,,CBD,,,,,,,,8/27/2018,2018,AUG,27,Floating,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,PUP/CALF,110,cm,estimate,,,,Y,Y,,,,,,,N,,,
SE-2019-1219592,"Dolphin, bottlenose",Tursiops,truncatus,SE,Merritt Island NWR,Brevard,FL,Atlantic Ocean,"Indian River Lagoon, Indian River, E shore, 2.25km N of the railroad bridge",28.670933,actual,-80.783533,actual,,CBD,,,,,,,,11/22/2019,2019,NOV,22,Floating,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,PUP/CALF,120,cm,estimate,,,,Y,Y,,,,,,,N,,,
SE-2017-1195380,"Dolphin, bottlenose",Tursiops,truncatus,SE,Merritt Island National Wildlife Refuge,Brevard,FL,Atlantic Ocean,"FL, Brevard, Merritt Island National Wildlife Refuge, near Marsh Bay",28.694802,estimate,-80.778633,estimate,N,CBD,N,N,N,N,,,,4/21/2017,2017,APR,21,Floating,Moderate Decomposition,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,UNKNOWN,UNKNOWN,200,cm,estimate,,,,N,Y,N,N,N,N,N,N,N,,,
SE-2017-1195971,"Dolphin, bottlenose",Tursiops,truncatus,SE,Kenendy Space Center,Brevard,FL,Atlantic Ocean,"Kennedy Space Center, just past breakers between shuttle pads",28.48306,actual,-80.53306,actual,N,CBD,N,N,N,N,,,,5/11/2017,2017,MAY,11,,Moderate Decomposition,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,UNKNOWN,UNKNOWN,175,cm,estimate,,,,N,Y,N,N,N,N,N,N,N,,,
SE-2017-1194285,"Dolphin, bottlenose",Tursiops,truncatus,SE,Merritt Island National Wildlife Refuge,Brevard,FL,Atlantic Ocean,"IRL, Indian River, ¿ mile north of Haulover canal, ~500 yards west of Duckroost Cove",28.739194,estimate,-80.769946,estimate,N,CBD,N,N,N,N,,,CBD,2/18/2017,2017,FEB,18,Floating,Moderate Decomposition,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,UNKNOWN,UNKNOWN,243,cm,estimate,,,,N,N,N,N,N,N,N,N,NA,,,
SE-2018-1205267,"Dolphin, bottlenose",Tursiops,truncatus,SE,Merritt Island,Brevard,FL,Atlantic Ocean,"Indian River Lagoon, Banana River, just south of the large bridge near Kelly Park",28.40227,estimate,-80.646251,estimate,,CBD,,,,,,,,10/1/2018,2018,OCT,1,Floating,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,180,cm,estimate,,,,N,,,,,,,,N,,,
SE-2019-1217614,"Dolphin, bottlenose",Tursiops,truncatus,SE,Merritt Island,Brevard,FL,Atlantic Ocean,"Atlantic Ocean, Indian River Lagoon, Banana River, W shore, just N of Kars Park (S of the no motor zone)",28.44197,estimate,-80.648248,estimate,,CBD,,,,,,,CBD,10/13/2019,2019,OCT,13,Floating,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,91,cm,estimate,,,,Y,,,,,,,,N,,,
SE-2019-1218510,"Dolphin, bottlenose",Tursiops,truncatus,SE,Melbourne Beach,Brevard,FL,Atlantic Ocean,"Sebastian Inlet State Park, oyster bar flats on north side of the inlet",27.860011,actual,-80.46003,actual,,CBD,,,,,,,,8/25/2019,2019,AUG,25,Beach or Land,Advanced Decomposition,8/25/2019,2019,AUG,25,Advanced Decomposition,,,,,,,,,,,,,,,,MALE,ADULT,280,cm,estimate,,,,Y,Y,,,,,,,Y,limited,fresh,8/26/2019
SE-2018-1202031,"Dolphin, bottlenose",Tursiops,truncatus,SE,Satellite Beach,Brevard,FL,Atlantic Ocean,"Indian River Lagoon, east shore of Banana River, west of Tortoise Island.",28.205878,estimate,-80.617628,estimate,,CBD,,,,,,,,4/29/2018,2018,APR,29,Beach or Land,Advanced Decomposition,5/1/2018,2018,MAY,1,Advanced Decomposition,,,,,,,,,,,,,,,,MALE,UNKNOWN,245,cm,actual,,,,Y,Y,,,,,,,Y,limited,fresh,5/1/2018
SE-2017-1199331,"Dolphin, bottlenose",Tursiops,truncatus,SE,Cocoa,Brevard,FL,Atlantic Ocean,"Indian River Lagoon, Indian River, north west side of the 528 causeway",28.402153,estimate,-80.742493,estimate,,CBD,,,,,,,,12/25/2017,2017,DEC,25,Beach or Land,Advanced Decomposition,12/26/2017,2017,DEC,26,Advanced Decomposition,,,,,,,,,,,,,,,,MALE,UNKNOWN,170,cm,actual,,,,Y,Y,,,,,,,Y,limited,fresh,12/26/2017
SE-2017-1195974,"Dolphin, bottlenose",Tursiops,truncatus,SE,Canaveral National Seashore,Brevard,FL,Atlantic Ocean,"Indian River Lagoon, Mosquito Lagoon, south end of ML, SE of Pelican Island",28.663272,actual,-80.657077,actual,N,CBD,N,N,N,N,,,,6/11/2017,2017,JUN,11,Beach or Land,Advanced Decomposition,6/12/2017,2017,JUN,12,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FEMALE,ADULT,252,cm,actual,,,,Y,N,N,N,N,N,N,Y,Y,limited,,6/12/2017
SE-2018-1206263,"Dolphin, bottlenose",Tursiops,truncatus,SE,Rockledge,Brevard,FL,Atlantic Ocean,"Indian River Lagoon, west bank of Indian River, behind 6147 Anchor Lane",28.246995,actual,-80.677144,actual,,CBD,,,,,,,CBD,11/19/2018,2018,NOV,19,Beach or Land,Advanced Decomposition,11/20/2018,2018,NOV,20,Advanced Decomposition,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,113,cm,actual,,,,Y,,,,,,,,Y,limited,fresh,11/20/2018
SE-2019-1208132,"Dolphin, bottlenose",Tursiops,truncatus,SE,Rockledge,Brevard,FL,Atlantic Ocean,"Indian River Lagoon, Indian River, west shore at 6119 Anchor Lane",28.24594,estimate,-80.676425,estimate,,CBD,,,,,,,,2/11/2019,2019,FEB,11,Beach or Land,Advanced Decomposition,2/12/2019,2019,FEB,12,Advanced Decomposition,,,,,,,,,,,,,,,,FEMALE,UNKNOWN,179,cm,actual,,,,Y,,,,,,,Y,Y,limited,,2/12/2019
SE-2019-1219593,"Dolphin, bottlenose",Tursiops,truncatus,SE,Merritt Island,Brevard,FL,Atlantic Ocean,"Indian River Lagoon, Indian River, E shore, at 6091 N. Tropical Trail",28.468393,estimate,-80.719648,estimate,,Y,C,C,Y,,CBD,N,CBD,11/30/2019,2019,NOV,30,Beach or Land,Advanced Decomposition,12/1/2019,2019,DEC,1,Advanced Decomposition,,,,,,,,,,,,,,,,FEMALE,UNKNOWN,231,cm,actual,,,,Y,,,,,,,,Y,limited,fresh,12/1/2019
SE-2018-1203736,"Dolphin, bottlenose",Tursiops,truncatus,SE,Merritt Island,Brevard,FL,Atlantic Ocean,"Indian River Lagoon, Banana River, behind 1615 Newfound Harbor Drive, east side of Newfound Harbor",28.328695,actual,-80.663823,actual,,CBD,,,,,,,,7/19/2018,2018,JUL,19,Beach or Land,Advanced Decomposition,7/19/2018,2018,JUL,19,Advanced Decomposition,,,,,,,,,,,,,,,,FEMALE,,107,cm,actual,,,,Y,,,,,,,Y,Y,limited,fresh,
SE-2017-1197790,"Dolphin, bottlenose",Tursiops,truncatus,SE,Merritt Island,Brevard,FL,Atlantic Ocean,"Merritt Island, east end of Shore drive (past development) along mangrove shore line, south",28.382613,actual,-80.662601,actual,N,CBD,N,N,N,N,,,CBD,9/13/2017,2017,SEP,13,,Advanced Decomposition,9/14/2017,2017,SEP,14,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,UNKNOWN,ADULT,235,cm,estimate,,,,Y,Y,N,N,N,N,N,N,N,,,
SE-2019-1210361,"Dolphin, bottlenose",Tursiops,truncatus,SE,Merritt Island National Wildlife Refuge,Brevard,FL,Atlantic Ocean,"Indian River Lagoon, Mosquito Lagoon, Haulover Canal southeast side of the bridge midway between bridge and the eastern mouth of the canal",28.737389,actual,-80.7530556,actual,,CBD,,,,,,,,4/29/2019,2019,APR,29,Beach or Land,Advanced Decomposition,4/29/2019,2019,APR,29,Advanced Decomposition,,,,,,,,,,,,,,,,UNKNOWN,ADULT,240,cm,estimate,,,,Y,Y,,,,,,,N,,fresh,
SE-2017-1196766,"Dolphin, bottlenose",Tursiops,truncatus,SE,Titusville,Brevard,FL,Atlantic Ocean,"Indian River Lagoon, Indian River, northwest bank of peninsula that leads to the NASA railroad bridge over the IR",28.651918,actual,-80.818035,actual,N,CBD,N,N,N,N,,,,7/17/2017,2017,JUL,17,,Advanced Decomposition,7/17/2017,2017,JUL,17,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,UNKNOWN,ADULT,248,cm,actual,,,,Y,Y,N,N,N,N,N,N,Y,limited,,7/17/2017
SE-2019-1220010,"Dolphin, bottlenose",Tursiops,truncatus,SE,FL,Brevard,FL,Atlantic Ocean,"Brevard, IRL, Indian River, Titusville, south side of the Titusville causeway, eastern expanse",28.626181,estimate,-80.790024,estimate,,CBD,,,,,,,,12/19/2019,2019,DEC,19,Beach or Land,Advanced Decomposition,12/19/2019,2019,DEC,19,Advanced Decomposition,,,,,,,,,,,,,,,,UNKNOWN,PUP/CALF,100,cm,estimate,,,,Y,Y,,,,,,,N,,,
SE-2018-1206265,"Dolphin, bottlenose",Tursiops,truncatus,SE,Canaveral Air Force Station,Brevard,FL,Atlantic Ocean,"Canaveral Air Force Station, just north of the walkover north of the large rocket pad at the tip of the cape, east of the lighthouse",28.464451,actual,-80.528462,actual,,CBD,,,,,,,,11/1/2018,2018,NOV,1,Beach or Land,Advanced Decomposition,,,,,Advanced Decomposition,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,,cm,notMeasured,,,,Y,,,,,,,,N,,,
SE-2019-1210580,"Dolphin, bottlenose",Tursiops,truncatus,SE,Cape Canaveral Air Force Station,Brevard,FL,Atlantic Ocean,"Atlantic Ocean, ~0.5mi north of launch complex 37",28.54248,actual,-80.56455,actual,,CBD,,,,,,,,4/1/2019,2019,APR,1,Beach or Land,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,152,cm,estimate,,,,Y,Y,,,,,,,N,,,
SE-2018-1202332,"Dolphin, bottlenose",Tursiops,truncatus,SE,Merritt Island,Brevard,FL,Atlantic Ocean,"Indian River Lagoon, west side of Banana River, floating E from Kars Park",28.43426,estimate,-80.654983,estimate,,CBD,,,,,,,,5/11/2018,2018,MAY,11,Floating,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,240,cm,estimate,,,,Y,Y,,,,,,,N,,,
SE-2019-1215508,"Dolphin, bottlenose",Tursiops,truncatus,SE,Canaveral National Seashore,Brevard,FL,Atlantic Ocean,"Indian River Lagoon, Mosquito Lagoon, 1.85km northeast of the Biolab boat ramp",28.711283,actual,-80.702283,actual,,CBD,,,,,,,,8/21/2019,2019,AUG,21,Floating,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,245,cm,estimate,,,,Y,Y,,,,,,,N,,,
SE-2019-1211452,"Dolphin, bottlenose",Tursiops,truncatus,SE,Satellite Beach,Brevard,FL,Atlantic Ocean,"Satellite Beach, ca. 1 mile north of Mather¿s bridge near Sampson¿s Island, west side of the canal",28.182504,estimate,-80.610672,estimate,,CBD,,,,,,,,6/4/2019,2019,JUN,4,Floating,Advanced Decomposition,6/4/2019,2019,JUN,4,Advanced Decomposition,,,,,,,,,,,,,,,,UNKNOWN,,,,notMeasured,,,,Y,,,,,,,,N,,,
SE-2017-1195972,"Dolphin, bottlenose",Tursiops,truncatus,SE,Cocoa Beach,Brevard,FL,Atlantic Ocean,"ocean side, just north of the beach access at 21st street",28.286544,actual,-80.606371,actual,N,CBD,N,N,N,N,,,,5/12/2017,2017,MAY,12,,Mummified/Skeletal,5/12/2017,2017,MAY,12,Mummified/Skeletal,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,UNKNOWN,UNKNOWN,220,cm,estimate,,,,Y,N,N,N,N,N,N,Y,N,,,
SE-2019-1214817,"Dolphin, bottlenose",Tursiops,truncatus,SE,Merritt ISland NWR,Brevard,FL,Atlantic Ocean,"FL, Brevard, Merritt Island National Wildlife Refuge, Indian River Lagoon, Indian River, west of Haulover Canal",28.72523,actual,-80.76653,actual,,CBD,,,,,,,,8/11/2019,2019,AUG,11,Floating,Mummified/Skeletal,8/11/2019,2019,AUG,11,Mummified/Skeletal,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,210,cm,estimate,,,,Y,Y,,,,,,,N,,,
SE-2019-1207469,"Dolphin, bottlenose",Tursiops,truncatus,SE,Melbourne Beach,Brevard,FL,Atlantic Ocean,"Indian River Lagoon, Indian River, E shore, 2270 South River Road",28.051106,actual,-80.556681,actual,,CBD,,,,,,,Y,1/17/2019,2019,JAN,17,Beach or Land,Condition Unknown,1/17/2019,2019,JAN,17,Advanced Decomposition,,,,,,,,,,,,,,,,MALE,SUBADULT,209,cm,actual,,,,Y,,,,,,,Y,Y,limited,fresh,1/20/2019
SE-2017-1195975,"Dolphin, bottlenose",Tursiops,truncatus,SE,Merritt Island NWR,Brevard,FL,Atlantic Ocean,"Indian River Lagoon, Mosquito Lagoon, south side of Haulover Canal, ca. 0.3 miles east of the bridge",28.739155,actual,-80.750215,actual,N,Y,N,N,Y,N,,Y,N,6/9/2017,2017,JUN,9,,Condition Unknown,6/12/2017,2017,JUN,12,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,UNKNOWN,UNKNOWN,241,cm,estimate,,,,Y,Y,N,N,N,N,N,N,Y,limited,,6/12/2017
SE-2017-1196427,"Dolphin, bottlenose",Tursiops,truncatus,SE,Palm City,Martin,FL,Atlantic Ocean,"St Lucie River, near 399 SW Ashby Lane, Palm City, FL",27.200347,estimate,-80.267742,estimate,N,N,N,N,N,N,,N,Y,7/4/2017,2017,JUL,4,Floating,Fresh Dead,7/4/2017,2017,JUL,4,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,ADULT,260,cm,actual,515,kg,actual,Y,N,N,N,N,N,N,Y,Y,complete,fresh,7/4/2017
SE-2017-1195970,"Dolphin, bottlenose",Tursiops,truncatus,SE,Stuart,Martin,FL,Atlantic Ocean,"East side of the South St Lucie River in the mangroves south of the pier at 330 SW South River Dr, Stuart FL",27.145167,actual,-80.256583,actual,N,Y,N,N,Y,N,,Y,Y,6/8/2017,2017,JUN,8,Floating,Moderate Decomposition,6/8/2017,2017,JUN,8,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FEMALE,ADULT,236,cm,actual,250,lb,estimate,Y,N,N,N,N,N,N,Y,Y,complete,fresh,6/8/2017
SE-2017-1197678,"Dolphin, bottlenose",Tursiops,truncatus,SE,St. Augustine,St. Johns,FL,Atlantic Ocean,,29.753568,estimate,-81.246428,estimate,N,CBD,N,N,N,N,,N,N,9/9/2017,2017,SEP,9,Beach or Land,Fresh Dead,9/14/2017,2017,SEP,14,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,ADULT,270,cm,actual,,,,Y,N,N,N,N,N,N,N,Y,complete,fresh,9/14/2017
SE-2017-1193416,"Dolphin, bottlenose",Tursiops,truncatus,SE,Ponte Vedra Beach,St. Johns,FL,Atlantic Ocean,,30.179533,estimate,-81.360341,estimate,N,CBD,N,N,N,N,,,,1/14/2017,2017,JAN,14,Beach or Land,Fresh Dead,1/14/2017,2017,JAN,14,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FEMALE,ADULT,238,cm,actual,325,lb,actual,Y,N,N,N,N,N,N,N,Y,complete,fresh,1/14/2017
SE-2017-1198910,"Dolphin, bottlenose",Tursiops,truncatus,SE,Summer Haven,St. Johns,FL,Atlantic Ocean,Matanzas River (ICW) floating south on west side of channel. followed and recovered in first cut north of Marineland near Pellicer Flats,29.67243,actual,-81.23272,actual,,N,,,,,,,N,12/6/2017,2017,DEC,6,Floating,Fresh Dead,12/6/2017,2017,DEC,6,Fresh Dead,,,,,,,,,,,,,,,,FEMALE,YEARLING,183,cm,actual,51.2,kg,actual,Y,,,,,,,Y,Y,limited,fresh,12/6/2017
SE-2017-1198408,"Dolphin, bottlenose",Tursiops,truncatus,SE,St. Augustine,St. Johns,FL,Atlantic Ocean,"Matanzas River, behind address 2204 Shore Dr",29.851446,estimate,-81.310957,estimate,,Y,C,N,Y,N,,Y,CBD,10/29/2017,2017,OCT,29,Beach or Land,Moderate Decomposition,10/30/2017,2017,OCT,30,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,ADULT,244,cm,actual,,,notMeasured,Y,Y,,,,,,,Y,complete,fresh,10/30/2017
SE-2019-1208552,"Dolphin, bottlenose",Tursiops,truncatus,SE,Ponte Vedra Beach,St. Johns,FL,Atlantic Ocean,,30.091375,estimate,-81.338354,estimate,,CBD,,,,,,,,2/22/2019,2019,FEB,22,Beach or Land,Advanced Decomposition,2/24/2019,2019,FEB,24,Advanced Decomposition,,,,,,,,,,,,,,,,UNKNOWN,YEARLING,170,cm,actual,,,notMeasured,Y,,,,,,,,Y,limited,fresh,2/24/2019
SE-2017-1194327,"Dolphin, bottlenose",Tursiops,truncatus,SE,Flagler Beach,Flager,FL,Atlantic Ocean,"Painters Hill, ocean side, four lots north of 3037 North Oceanshore Blvd.",29.531622,actual,-81.151944,actual,N,CBD,N,N,N,N,,N,CBD,3/16/2017,2017,MAR,16,,Fresh Dead,3/16/2017,2017,MAR,16,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FEMALE,ADULT,245,cm,actual,,,,Y,N,Y,N,N,N,N,N,Y,limited,fresh,3/16/2017
SE-2017-1197870,"Dolphin, bottlenose",Tursiops,truncatus,SE,Flagler Beach,Flager,FL,Atlantic Ocean,"Ocean side, just north of Flagler Pier",29.48,actual,-81.1265,actual,,N,,,,,,,,9/23/2017,2017,SEP,23,Beach or Land,Moderate Decomposition,9/23/2017,2017,SEP,23,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,115,cm,actual,17.69,kg,actual,Y,,,,,,,Y,Y,limited,fresh,9/23/2017
SE-2018-1200850,"Dolphin, bottlenose",Tursiops,truncatus,SE,Clearwater,Pinellas,FL,Gulf of Mexico,"450 m west of 1401 Gulf Blvd Clearwater, FL 33767",27.945917,actual,-82.829419,actual,,Y,N,N,Y,N,"line and hook wrapped around both flukes, trailing in a ""Y"" shape",Y,Y,2/8/2018,2018,FEB,8,Swimming,Alive,2/22/2018,2018,FEB,22,Alive,,Y,,Y,,,,,,Y,,,,,,MALE,ADULT,278,cm,actual,242,kg,estimate,Y,,,,,,,,N,,,
SE-2019-1215413,"Dolphin, bottlenose",Tursiops,truncatus,SE,Saint Petersburg,Pinellas,FL,Gulf of Mexico,"In the surf, 2.51 km WNW of the intersection of Pinellas Bayway S and Anderson Boulevard.",27.626453,actual,-82.739578,actual,N,Y,C,C,Y,,,Y,CBD,8/14/2019,2019,AUG,14,Swimming,Alive,8/14/2019,2019,AUG,14,Fresh Dead,N,N,N,,N,Y,N,Y,N,N,N,N,N,N,N,MALE,,170,cm,actual,44,kg,actual,Y,N,N,Y,N,N,N,N,Y,complete,fresh,8/15/2019
SE-2019-1219591,"Dolphin, bottlenose",Tursiops,truncatus,SE,Maderia Beach,Pinellas,FL,Gulf of Mexico,Swimming approximately 160 m SW of 194 Boardwalk Place.,27.784058,estimate,-82.782148,estimate,N,Y,C,C,Y,,,Y,CBD,9/30/2019,2019,SEP,30,Swimming,Alive,10/23/2019,2019,OCT,23,Fresh Dead,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,FEMALE,,134,cm,actual,29,kg,actual,Y,N,N,Y,N,N,N,N,Y,complete,fresh,10/24/2019
SE-2017-1195798,"Dolphin, bottlenose",Tursiops,truncatus,SE,Redington Beach,Pinellas,FL,Gulf of Mexico,Carcass was initially found floating in Boca Ciega Bay in an unknown location and was towed to 309 161st Ave by complainant.,27.813333,estimate,-82.811543,estimate,Y,Y,N,N,Y,Y,"The animal was disentangled in November 2011, scars present on both gapes of mouth.",N,Y,5/17/2017,2017,MAY,17,Floating,Fresh Dead,5/18/2017,2017,MAY,18,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,SUBADULT,232,cm,actual,0,kg,,Y,N,N,Y,N,N,N,N,Y,complete,fresh,5/18/2017
SE-2017-1199884,"Dolphin, bottlenose",Tursiops,truncatus,SE,Tarpon Springs,Pinellas,FL,Gulf of Mexico,"Beached approximately 450 m W or St. Joseph Sound Daybeacon 42 and 720 m NE of Anclote Anchorage South Entrance Shoal Daybeacon, on the Southeastern most tip of Anclote Key.",28.157443,actual,-82.837736,actual,,CBD,C,C,C,,,N,CBD,12/1/2017,2017,DEC,1,Beach or Land,Fresh Dead,12/1/2017,2017,DEC,1,Fresh Dead,,,,,,,,,,,,,,,,MALE,,253,cm,actual,163,kg,actual,Y,,,Y,,,,,Y,complete,fresh,12/8/2017
SE-2018-1200942,"Dolphin, bottlenose",Tursiops,truncatus,SE,Dunedin,Pinellas,FL,Gulf of Mexico,Floating approximately 1.38 km NNW of 1192 Mandalay Pt.,28.02239,estimate,-82.83059,estimate,,CBD,C,C,C,,,N,CBD,2/15/2018,2018,FEB,15,Floating,Fresh Dead,2/15/2018,2018,FEB,15,Fresh Dead,,,,,,,,,,,,,,,,MALE,,249,cm,actual,194,kg,actual,Y,,,Y,,,,,Y,complete,fresh,2/16/2018
SE-2017-1194075,"Dolphin, bottlenose",Tursiops,truncatus,SE,Dunedin,Pinellas,FL,Gulf of Mexico,Beached approximately 905 m W of 200 Bunker Hill Ln.,28.051667,estimate,-82.799167,estimate,N,CBD,N,N,N,N,,N,CBD,2/3/2017,2017,FEB,3,Beach or Land,Moderate Decomposition,2/7/2017,2017,FEB,7,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,PUP/CALF,104,cm,actual,,,,Y,N,N,Y,N,N,N,N,Y,limited,fresh,2/7/2017
SE-2017-1197529,"Dolphin, bottlenose",Tursiops,truncatus,SE,Madeira Beach,Pinellas,FL,Gulf of Mexico,Floating approximately 100 m S of the Tom Stuart Causeway draw bridge.,27.806019,estimate,-82.795001,estimate,N,CBD,N,N,N,N,,N,CBD,8/6/2017,2017,AUG,6,Floating,Moderate Decomposition,8/7/2017,2017,AUG,7,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,,268,cm,actual,,,,Y,N,N,Y,N,N,N,N,Y,limited,fresh,8/7/2017
SE-2019-1218970,"Dolphin, bottlenose",Tursiops,truncatus,SE,Madeira Beach,Pinellas,FL,Gulf of Mexico,Floating approximately 590 m ESE of 15334 Harbor Drive.,27.806067,actual,-82.795083,actual,N,Y,C,C,Y,N,,Y,CBD,10/12/2019,2019,OCT,12,Floating,Moderate Decomposition,10/12/2019,2019,OCT,12,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,MALE,,275,cm,actual,,,,Y,N,N,N,N,N,N,Y,Y,limited,fresh,10/16/2019
SE-2017-1199885,"Dolphin, bottlenose",Tursiops,truncatus,SE,Clearwater,Pinellas,FL,Gulf of Mexico,Floating approximately 1.72 km W of 1068 Eldorado Ave.,28.004518,actual,-82.844126,actual,N,CBD,C,C,C,,,N,CBD,12/2/2017,2017,DEC,2,Floating,Moderate Decomposition,12/2/2017,2017,DEC,2,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,MALE,,236,cm,actual,130,kg,actual,Y,N,N,Y,N,N,N,N,Y,complete,fresh,12/4/2017
SE-2019-1217286,"Dolphin, bottlenose",Tursiops,truncatus,SE,Clearwater,Pinellas,FL,Gulf of Mexico,"Floating under a dock at 2757 Via Cipriani, approximately 640 m ENE of 18421 US Highway 19 N.",27.94065,actual,-82.72318,actual,N,CBD,C,C,C,N,,N,CBD,9/11/2019,2019,SEP,11,Floating,Moderate Decomposition,9/11/2019,2019,SEP,11,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,MALE,,224,cm,actual,,,,Y,N,N,Y,N,N,N,N,Y,limited,fresh,9/12/2019
SE-2019-1221496,"Dolphin, bottlenose",Tursiops,truncatus,SE,St. Petersburg,Pinellas,FL,Gulf of Mexico,Floating approximately 45 m WSW of 6199 54th Street S.,27.7076,actual,-82.7057,actual,N,Y,Y,C,C,N,,N,CBD,12/27/2019,2019,DEC,27,Beach or Land,Moderate Decomposition,12/29/2019,2019,DEC,29,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,MALE,,252,cm,actual,,,,Y,N,N,Y,N,N,N,N,Y,limited,fresh,12/30/2019
SE-2018-1200941,"Dolphin, bottlenose",Tursiops,truncatus,SE,Saint Petersburg,Pinellas,FL,Gulf of Mexico,"Beached in Fort DeSoto Park, approximately 240 m SSE of the intersection of Pinellas Bayway S and Anderson Blvd.",27.621614,estimate,-82.713639,estimate,N,CBD,C,C,C,,,N,CBD,2/4/2018,2018,FEB,4,Beach or Land,Moderate Decomposition,2/4/2018,2018,FEB,4,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,MALE,,242,cm,actual,159,kg,actual,Y,N,N,Y,N,N,N,N,Y,limited,fresh,2/5/2018
SE-2017-1199888,"Dolphin, bottlenose",Tursiops,truncatus,SE,Clearwater,Pinellas,FL,Gulf of Mexico,Beached approximately 1.37 km NNE of the intersection of Gulf Blvd and Marina Del Ray Ct.,27.951879,actual,-82.833488,actual,N,CBD,C,C,C,,,N,CBD,12/17/2017,2017,DEC,17,Beach or Land,Moderate Decomposition,12/17/2017,2017,DEC,17,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,MALE,,175,cm,actual,43,kg,actual,Y,N,N,Y,N,N,N,N,Y,complete,fresh,12/18/2017
